:Device: HC-V1
:Location: 1234
:User: 1234
:Mechanism: TRIPOD
Timestamp,PacketNumber,Force1,Force2,Angle1,Angle2,Angle3,Angle4,Distance1,Distance2,Button1,Button2,Button3,Button4,Button5,Button6,Button7
1.565,141,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.45,1,1,1,1,1,1,1
1.581,142,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.46,1,1,1,1,1,1,1
1.615,143,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.45,1,1,1,1,1,1,1
1.648,144,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.44,1,1,1,1,1,1,1
1.665,145,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.42,1,1,1,1,1,1,1
1.665,146,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.41,1,1,1,1,1,1,1
1.665,147,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.41,1,1,1,1,1,1,1
1.665,148,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.41,1,1,1,1,1,1,1
1.665,149,1.89,-1.11,0.00,1.85,16.79,-1.14,2.45,2.41,1,1,1,1,1,1,1
1.681,150,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.40,1,1,1,1,1,1,1
1.682,151,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.42,1,1,1,1,1,1,1
1.698,152,1.89,-1.11,0.00,1.85,16.79,-1.14,2.45,2.44,1,1,1,1,1,1,1
1.715,153,1.89,-1.11,0.00,1.85,16.79,-1.14,2.44,2.43,1,1,1,1,1,1,1
1.732,154,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.43,1,1,1,1,1,1,1
1.732,155,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.44,1,1,1,1,1,1,1
1.748,156,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.43,1,1,1,1,1,1,1
1.765,157,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.42,1,1,1,1,1,1,1
1.765,158,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.43,1,1,1,1,1,1,1
1.782,159,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.43,1,1,1,1,1,1,1
1.782,160,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.41,1,1,1,1,1,1,1
1.798,161,1.89,-1.11,0.00,1.85,16.79,-1.14,2.40,2.42,1,1,1,1,1,1,1
1.815,162,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.45,1,1,1,1,1,1,1
1.832,163,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.44,1,1,1,1,1,1,1
1.849,164,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.44,1,1,1,1,1,1,1
1.865,165,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.44,1,1,1,1,1,1,1
1.865,166,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.45,1,1,1,1,1,1,1
1.882,167,1.89,-1.11,0.00,1.85,16.79,-1.14,2.40,2.39,1,1,1,1,1,1,1
1.882,168,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.46,1,1,1,1,1,1,1
1.898,169,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.46,1,1,1,1,1,1,1
1.898,170,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
1.915,171,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.46,1,1,1,1,1,1,1
1.948,172,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.40,1,1,1,1,1,1,1
1.948,173,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.42,1,1,1,1,1,1,1
1.948,174,1.89,-1.11,0.00,1.85,16.79,-1.14,2.50,2.46,1,1,1,1,1,1,1
1.948,175,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
1.998,176,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
2.015,177,1.89,-1.11,0.00,1.85,16.79,-1.14,2.45,2.43,1,1,1,1,1,1,1
2.031,178,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.44,1,1,1,1,1,1,1
